model,ideology,target,context_combo,instr_combo,persona_combo,mean_p_hate,mean_item_dispersion
Qwen/Qwen3-14B,base,women,Ctx_2,6,absent,0.33542902541679664,0.06071639148263254
Qwen/Qwen3-14B,base,latinx people,absent,6,absent,0.45764703676104546,0.08364713619641234
Qwen/Qwen3-14B,base,asian people,Ctx_1,9,absent,0.2882372773624397,0.07070143090611379
Qwen/Qwen3-14B,base,lgbtq+ people,Ctx_1,0,absent,0.4086499994581526,0.0774119237068037
Qwen/Qwen3-14B,base,lgbtq+ people,Ctx_2,6,absent,0.4840359075201882,0.06893848805056339
Qwen/Qwen3-14B,base,latinx people,Ctx_2,3,absent,0.36768097220150914,0.05858536108294852
Qwen/Qwen3-14B,base,muslims,absent,0,absent,0.33325641224155195,0.09944237621304436
Qwen/Qwen3-14B,base,black people,Ctx_2,4,absent,0.5278959407641723,0.07301156037384113
Qwen/Qwen3-14B,libertarian_right,asian people,Ctx_4,8,short_idx4,0.32653464891531087,0.07181620041195773
Qwen/Qwen3-14B,libertarian_right,women,absent,1,long_idx3,0.3097537283424859,0.0567014164828579
Qwen/Qwen3-14B,libertarian_right,women,Ctx_2,8,long_idx2,0.3821077250145577,0.0668791714419736
Qwen/Qwen3-14B,libertarian_right,asian people,absent,7,long_idx2,0.2854831415611702,0.08926944442962262
Qwen/Qwen3-14B,libertarian_right,women,Ctx_2,6,short_idx0,0.31966072253815764,0.05354204396454422
Qwen/Qwen3-14B,libertarian_right,christians,absent,8,long_idx3,0.29668668798498204,0.064959776551026
Qwen/Qwen3-14B,libertarian_right,men,Ctx_4,5,long_idx0,0.3148750995283012,0.07448720184687559
Qwen/Qwen3-14B,libertarian_right,christians,absent,6,short_idx4,0.23343610226571024,0.0658186602035128
Qwen/Qwen3-14B,libertarian_right,jews,Ctx_1,2,short_idx0,0.24599322256025252,0.06314036654111066
Qwen/Qwen3-14B,libertarian_right,women,absent,1,short_idx0,0.24434697296884325,0.04593846140063206
Qwen/Qwen3-14B,libertarian_right,christians,Ctx_0,0,short_idx1,0.17670609012201383,0.04761120950104545
Qwen/Qwen3-14B,libertarian_right,jews,absent,4,short_idx4,0.3608738238568063,0.09765715353734333
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_4,6,long_idx3,0.493932220670912,0.08739854815347711
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_0,1,short_idx4,0.2297831248413693,0.05649127560418639
Qwen/Qwen3-14B,libertarian_right,latinx people,absent,1,short_idx3,0.3116464846664005,0.05547950984794865
Qwen/Qwen3-14B,libertarian_right,latinx people,Ctx_1,8,long_idx0,0.315005874938077,0.07396365447786406
Qwen/Qwen3-14B,libertarian_right,asian people,absent,2,short_idx0,0.42816137229358114,0.07225461976589687
Qwen/Qwen3-14B,libertarian_right,christians,absent,4,short_idx2,0.21189925275944374,0.07514362294815069
Qwen/Qwen3-14B,libertarian_right,white people,Ctx_3,5,long_idx4,0.42480178629313864,0.09348820969230155
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,absent,4,long_idx0,0.4238285588788557,0.08314561573853302
Qwen/Qwen3-14B,libertarian_right,asian people,absent,3,short_idx1,0.2557825854232719,0.06801861695256677
Qwen/Qwen3-14B,libertarian_right,white people,absent,8,long_idx4,0.40100251420124156,0.08603648274691614
Qwen/Qwen3-14B,libertarian_right,asian people,Ctx_4,3,long_idx1,0.22174760386034534,0.04046829997753696
Qwen/Qwen3-14B,libertarian_right,white people,absent,0,short_idx0,0.37686486788340157,0.08513785179322225
Qwen/Qwen3-14B,libertarian_right,white people,Ctx_1,7,short_idx4,0.12829809020589422,0.04033087864220469
Qwen/Qwen3-14B,libertarian_right,men,absent,5,long_idx1,0.3926426999651276,0.06578189896402693
Qwen/Qwen3-14B,libertarian_right,latinx people,absent,4,long_idx2,0.30909275077842735,0.10776203935847525
Qwen/Qwen3-14B,libertarian_right,white people,absent,1,short_idx2,0.09729309503112112,0.03334102214992365
Qwen/Qwen3-14B,libertarian_right,christians,Ctx_1,7,short_idx4,0.08572856934220942,0.02896913894492484
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_4,3,long_idx3,0.29863157071866786,0.08342004261534762
Qwen/Qwen3-14B,libertarian_right,christians,absent,4,short_idx2,0.21189925275944374,0.07514362294815069
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,absent,5,short_idx0,0.5239030409145642,0.08646743789319192
Qwen/Qwen3-14B,libertarian_right,asian people,Ctx_2,9,short_idx4,0.1755946053935959,0.04538512873418467
Qwen/Qwen3-14B,libertarian_right,black people,absent,1,short_idx0,0.272443036730583,0.06259381559962225
Qwen/Qwen3-14B,libertarian_right,white people,absent,5,short_idx3,0.3880036192255335,0.08137575550983715
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_3,8,long_idx1,0.5301916022916456,0.09009289904938195
Qwen/Qwen3-14B,libertarian_right,black people,Ctx_2,6,long_idx1,0.46261706089114285,0.08080925133024207
Qwen/Qwen3-14B,libertarian_right,latinx people,Ctx_0,2,long_idx3,0.5710569891306732,0.0692353437635414
Qwen/Qwen3-14B,libertarian_right,latinx people,Ctx_4,9,short_idx4,0.2802423543042249,0.0764859110599518
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_3,1,short_idx4,0.326774185663229,0.07164055209356347
Qwen/Qwen3-14B,libertarian_right,men,Ctx_4,2,long_idx1,0.4312371505989327,0.06340052425003923
Qwen/Qwen3-14B,libertarian_right,muslims,absent,2,long_idx0,0.4100358464696386,0.0838995384658854
Qwen/Qwen3-14B,libertarian_right,women,Ctx_3,2,long_idx2,0.5870945787018126,0.05625829298522536
Qwen/Qwen3-14B,libertarian_right,latinx people,absent,3,short_idx1,0.2995819802935775,0.07287611032457654
Qwen/Qwen3-14B,libertarian_right,asian people,absent,3,long_idx2,0.09903076389530399,0.04710719917857676
Qwen/Qwen3-14B,libertarian_right,black people,absent,6,long_idx1,0.4781449317216157,0.08169257353332196
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_0,8,short_idx4,0.38966158703640774,0.09532019160431243
Qwen/Qwen3-14B,libertarian_right,asian people,absent,3,long_idx1,0.23443461377341468,0.06765618781475544
Qwen/Qwen3-14B,libertarian_right,latinx people,Ctx_3,0,long_idx4,0.49084953628144823,0.07698643576365301
Qwen/Qwen3-14B,libertarian_right,women,absent,3,short_idx4,0.20333858939620467,0.07173386968765244
Qwen/Qwen3-14B,libertarian_right,asian people,Ctx_1,3,short_idx3,0.28535147579582604,0.0504848323792215
Qwen/Qwen3-14B,libertarian_right,latinx people,absent,3,long_idx1,0.2766539208344869,0.0766394801296625
Qwen/Qwen3-14B,libertarian_right,white people,absent,7,short_idx4,0.29780460764337946,0.10392189116723224
Qwen/Qwen3-14B,libertarian_right,women,Ctx_0,7,long_idx2,0.24181533325183857,0.05881388868893233
Qwen/Qwen3-14B,libertarian_right,men,absent,6,short_idx3,0.4060697096425134,0.06775670717549225
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,absent,4,long_idx0,0.4238285588788557,0.08314561573853302
Qwen/Qwen3-14B,libertarian_right,women,Ctx_0,4,long_idx1,0.3017070181555934,0.07795217713400782
Qwen/Qwen3-14B,libertarian_right,muslims,absent,1,long_idx3,0.24761160706972574,0.0573540863923529
Qwen/Qwen3-14B,libertarian_right,jews,absent,0,short_idx1,0.41498088040151393,0.07599627501685786
Qwen/Qwen3-14B,libertarian_right,women,Ctx_3,7,short_idx1,0.3426362944839595,0.06828510728886056
Qwen/Qwen3-14B,libertarian_right,men,absent,9,short_idx2,0.12472928058098744,0.05475244900120562
Qwen/Qwen3-14B,libertarian_right,latinx people,Ctx_3,1,long_idx2,0.4351463345167515,0.07347795663715237
Qwen/Qwen3-14B,libertarian_right,asian people,Ctx_3,2,short_idx2,0.4844383860493566,0.06406216296805513
Qwen/Qwen3-14B,libertarian_right,women,absent,0,long_idx2,0.2330640735210957,0.06982404425637542
Qwen/Qwen3-14B,libertarian_right,men,absent,5,long_idx1,0.3926426999651276,0.06578189896402693
Qwen/Qwen3-14B,libertarian_right,black people,Ctx_1,2,short_idx3,0.39947887642068547,0.0712867812572823
Qwen/Qwen3-14B,libertarian_right,asian people,absent,0,short_idx0,0.3792322542932298,0.07910966007226489
Qwen/Qwen3-14B,libertarian_right,men,Ctx_1,9,short_idx2,0.20075994828441837,0.05104843879939327
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_2,1,long_idx3,0.44148320228129895,0.05182006042326833
Qwen/Qwen3-14B,libertarian_right,muslims,absent,0,short_idx3,0.29888150122788576,0.0792770740636077
Qwen/Qwen3-14B,libertarian_right,muslims,Ctx_1,5,short_idx2,0.16470402018264965,0.06050203839703953
Qwen/Qwen3-14B,libertarian_right,black people,absent,7,long_idx3,0.4418169192007712,0.11484949257613278
Qwen/Qwen3-14B,libertarian_right,christians,Ctx_0,7,long_idx4,0.21537602431065328,0.05474040454833337
Qwen/Qwen3-14B,libertarian_right,muslims,Ctx_1,1,short_idx2,0.12344030297554291,0.04001900440600118
Qwen/Qwen3-14B,libertarian_right,women,absent,6,short_idx0,0.41530938459946226,0.07570593411719044
Qwen/Qwen3-14B,libertarian_right,christians,absent,1,long_idx3,0.23556467492480176,0.04667495263848113
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_2,5,short_idx3,0.4746684140271253,0.06714697535494384
Qwen/Qwen3-14B,libertarian_right,christians,absent,3,short_idx2,0.06684418581985496,0.033134721351400956
Qwen/Qwen3-14B,libertarian_right,muslims,Ctx_2,6,long_idx0,0.2888045228189892,0.06807907531986837
Qwen/Qwen3-14B,libertarian_right,jews,absent,3,long_idx0,0.16745063134499857,0.07110539235143674
Qwen/Qwen3-14B,libertarian_right,latinx people,absent,2,long_idx3,0.6012494084355351,0.05791405224650521
Qwen/Qwen3-14B,libertarian_right,women,Ctx_3,0,short_idx2,0.34721825482161556,0.07217012347089347
Qwen/Qwen3-14B,libertarian_right,men,Ctx_4,8,short_idx1,0.39243914137731445,0.06233636609090024
Qwen/Qwen3-14B,libertarian_right,christians,absent,3,short_idx3,0.20429544065807675,0.054447025184503076
Qwen/Qwen3-14B,libertarian_right,muslims,absent,5,long_idx2,0.32726173178927676,0.09390316996229388
Qwen/Qwen3-14B,libertarian_right,christians,absent,4,long_idx0,0.20322739026388964,0.05734389960390024
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,absent,9,long_idx4,0.2492702229244931,0.08653597732164427
Qwen/Qwen3-14B,libertarian_right,jews,absent,6,long_idx3,0.41980683051788054,0.08598089072617082
Qwen/Qwen3-14B,libertarian_right,white people,absent,8,long_idx4,0.40100251420124156,0.08603648274691614
Qwen/Qwen3-14B,libertarian_right,white people,Ctx_2,7,short_idx0,0.26340291597642695,0.05432938617751039
Qwen/Qwen3-14B,libertarian_right,jews,absent,4,short_idx4,0.3608738238568063,0.09765715353734333
Qwen/Qwen3-14B,libertarian_right,muslims,Ctx_4,4,long_idx3,0.41471282497898593,0.08817469402422054
Qwen/Qwen3-14B,libertarian_right,jews,absent,5,long_idx1,0.4350217192380636,0.08433296619549861
Qwen/Qwen3-14B,libertarian_right,jews,Ctx_1,0,long_idx2,0.2763948678612351,0.06782566431717696
Qwen/Qwen3-14B,libertarian_right,black people,absent,3,short_idx2,0.10699101682897802,0.05145621632835288
Qwen/Qwen3-14B,libertarian_right,men,Ctx_3,0,short_idx4,0.2552301149826508,0.061802183095075076
Qwen/Qwen3-14B,libertarian_right,men,absent,5,long_idx1,0.3926426999651276,0.06578189896402693
Qwen/Qwen3-14B,libertarian_right,asian people,absent,9,short_idx2,0.1336370093954934,0.05607657242926371
Qwen/Qwen3-14B,libertarian_right,muslims,Ctx_0,8,long_idx0,0.2683879843613765,0.08308546194814853
Qwen/Qwen3-14B,libertarian_right,jews,absent,9,short_idx4,0.14601023329628837,0.061175512730577114
Qwen/Qwen3-14B,libertarian_right,latinx people,Ctx_0,6,long_idx3,0.41759588271826953,0.07550355517491038
Qwen/Qwen3-14B,libertarian_right,black people,absent,6,long_idx3,0.4538718866514372,0.0849125969065086
Qwen/Qwen3-14B,libertarian_right,black people,absent,3,short_idx0,0.24698513137685643,0.08226821062073619
Qwen/Qwen3-14B,libertarian_right,women,Ctx_3,0,short_idx3,0.36109191754290293,0.057366451666605235
Qwen/Qwen3-14B,libertarian_right,white people,Ctx_3,2,short_idx3,0.43856755606047026,0.06729208908509074
Qwen/Qwen3-14B,libertarian_right,men,absent,6,long_idx1,0.40949733738784677,0.06333416500991874
Qwen/Qwen3-14B,libertarian_right,men,Ctx_4,9,long_idx2,0.3483572016965162,0.07641230651923844
Qwen/Qwen3-14B,libertarian_right,men,absent,4,long_idx1,0.30275680482745526,0.07691844059672302
Qwen/Qwen3-14B,libertarian_right,asian people,absent,9,long_idx3,0.25825705291988615,0.07195621906858835
Qwen/Qwen3-14B,libertarian_right,white people,Ctx_1,8,long_idx0,0.2643401636196686,0.07343794033480096
Qwen/Qwen3-14B,libertarian_right,black people,Ctx_2,3,long_idx2,0.3715288109249539,0.0786153442174176
Qwen/Qwen3-14B,libertarian_right,white people,absent,1,short_idx2,0.09729309503112112,0.03334102214992365
Qwen/Qwen3-14B,libertarian_right,muslims,absent,9,long_idx1,0.14292996021004412,0.05606819326280344
Qwen/Qwen3-14B,libertarian_right,christians,Ctx_0,1,long_idx0,0.1813986271664545,0.04649046934162653
Qwen/Qwen3-14B,libertarian_right,black people,Ctx_4,8,short_idx4,0.4114806107930593,0.08948488593211637
Qwen/Qwen3-14B,libertarian_right,white people,absent,1,long_idx0,0.2162296728597389,0.05021689476214049
Qwen/Qwen3-14B,libertarian_right,asian people,Ctx_4,4,long_idx0,0.3739965037182645,0.0792624102139518
Qwen/Qwen3-14B,libertarian_right,muslims,Ctx_3,3,long_idx4,0.32054838353583404,0.07432219531372461
Qwen/Qwen3-14B,libertarian_right,jews,absent,7,long_idx1,0.4063210798813416,0.11081861740695201
Qwen/Qwen3-14B,libertarian_right,latinx people,Ctx_0,3,short_idx3,0.34004538718823557,0.05955877845526524
Qwen/Qwen3-14B,libertarian_right,asian people,absent,7,short_idx2,0.2823728524797314,0.08891737353306114
Qwen/Qwen3-14B,libertarian_right,jews,Ctx_2,9,short_idx2,0.2514248854584164,0.06540531705799243
Qwen/Qwen3-14B,libertarian_right,asian people,absent,2,short_idx3,0.43226185288873165,0.06542747946838
Qwen/Qwen3-14B,libertarian_right,jews,absent,0,long_idx2,0.27283629426011097,0.08258358458109737
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_3,2,short_idx4,0.5280023050737811,0.07051586297221622
Qwen/Qwen3-14B,libertarian_right,women,absent,8,short_idx4,0.3614456918504503,0.0797131875976674
Qwen/Qwen3-14B,libertarian_right,latinx people,absent,4,long_idx4,0.4331984229989954,0.0957106487852439
Qwen/Qwen3-14B,libertarian_right,asian people,absent,9,long_idx3,0.25825705291988615,0.07195621906858835
Qwen/Qwen3-14B,libertarian_right,black people,Ctx_0,7,short_idx0,0.39930076275143894,0.09033669144758302
Qwen/Qwen3-14B,libertarian_right,latinx people,absent,2,short_idx4,0.43637604684801073,0.08436081824701891
Qwen/Qwen3-14B,libertarian_right,jews,Ctx_3,9,short_idx1,0.32094528653600196,0.09144678082104896
Qwen/Qwen3-14B,libertarian_right,women,absent,4,long_idx2,0.25154088209341235,0.09737773712084903
Qwen/Qwen3-14B,libertarian_right,men,Ctx_0,6,long_idx4,0.4061687628070155,0.07786225497940502
Qwen/Qwen3-14B,libertarian_right,muslims,absent,8,short_idx3,0.35769679936560783,0.07807897035594166
Qwen/Qwen3-14B,libertarian_right,white people,absent,9,short_idx1,0.15130559755517198,0.05671256456627702
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_2,5,long_idx0,0.4365876456638714,0.07623418035817553
Qwen/Qwen3-14B,libertarian_right,asian people,absent,7,short_idx1,0.42383358249435193,0.08987812328780108
Qwen/Qwen3-14B,libertarian_right,muslims,Ctx_1,8,long_idx1,0.27003569426658275,0.06875980570590469
Qwen/Qwen3-14B,libertarian_right,muslims,Ctx_4,6,long_idx3,0.3198576431732636,0.08149842939127182
Qwen/Qwen3-14B,libertarian_right,men,Ctx_1,7,long_idx0,0.16279288822108204,0.04596526542033187
Qwen/Qwen3-14B,libertarian_right,women,absent,2,long_idx2,0.4141702408547158,0.07880944825827232
Qwen/Qwen3-14B,libertarian_right,black people,Ctx_4,3,long_idx3,0.2596125420149382,0.0840116404000705
Qwen/Qwen3-14B,libertarian_right,men,Ctx_4,9,long_idx4,0.32820151034776157,0.0800284851553415
Qwen/Qwen3-14B,libertarian_right,men,Ctx_3,7,long_idx0,0.23198679552690402,0.05577977889276089
Qwen/Qwen3-14B,libertarian_right,latinx people,Ctx_4,6,short_idx0,0.4260565985788454,0.06966022292056143
Qwen/Qwen3-14B,libertarian_right,muslims,Ctx_4,9,short_idx1,0.2798035710423558,0.090920911579229
Qwen/Qwen3-14B,libertarian_right,latinx people,absent,6,short_idx2,0.33987452841556826,0.09288788535017105
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_3,8,short_idx4,0.43095041216314733,0.09451869385070881
Qwen/Qwen3-14B,libertarian_right,latinx people,absent,5,long_idx3,0.5304795636071099,0.0783146719084655
Qwen/Qwen3-14B,libertarian_right,asian people,absent,2,long_idx3,0.5412876314229077,0.05982807667703971
Qwen/Qwen3-14B,libertarian_right,women,Ctx_4,5,long_idx2,0.3240053510522699,0.08021491066283755
Qwen/Qwen3-14B,libertarian_right,men,absent,6,short_idx3,0.4060697096425134,0.06775670717549225
Qwen/Qwen3-14B,libertarian_right,men,Ctx_3,7,long_idx0,0.23198679552690402,0.05577977889276089
Qwen/Qwen3-14B,libertarian_right,black people,absent,5,short_idx3,0.4851595294457656,0.0860828434166126
Qwen/Qwen3-14B,libertarian_right,latinx people,absent,3,long_idx4,0.18446831270918115,0.060615449426171725
Qwen/Qwen3-14B,libertarian_right,black people,Ctx_2,8,short_idx4,0.3670302260745395,0.08248134306636881
Qwen/Qwen3-14B,libertarian_right,jews,Ctx_2,9,long_idx4,0.3220212056830123,0.07496329987432238
Qwen/Qwen3-14B,libertarian_right,asian people,Ctx_0,2,long_idx4,0.4770363153996052,0.07762705627059342
Qwen/Qwen3-14B,libertarian_right,white people,absent,4,short_idx1,0.32237492676253793,0.0910939292253003
Qwen/Qwen3-14B,libertarian_right,latinx people,Ctx_3,8,short_idx1,0.46835477377201346,0.0843133160554817
Qwen/Qwen3-14B,libertarian_right,white people,absent,3,long_idx3,0.159633064055228,0.06974607323077273
Qwen/Qwen3-14B,libertarian_right,black people,absent,8,long_idx2,0.40323171440187516,0.09240679995039634
Qwen/Qwen3-14B,libertarian_right,women,absent,1,short_idx3,0.2694134014146822,0.050053717968539
Qwen/Qwen3-14B,libertarian_right,white people,Ctx_1,4,long_idx2,0.2584561047790287,0.07282161223913447
Qwen/Qwen3-14B,libertarian_right,christians,Ctx_0,6,short_idx2,0.21924494233754305,0.0641568974364543
Qwen/Qwen3-14B,libertarian_right,muslims,absent,6,long_idx0,0.3215424569250943,0.08059926378153699
Qwen/Qwen3-14B,libertarian_right,asian people,Ctx_3,7,short_idx4,0.2527789876715199,0.06335933838846394
Qwen/Qwen3-14B,libertarian_right,black people,absent,0,long_idx2,0.2827900315190221,0.08952567710884199
Qwen/Qwen3-14B,libertarian_right,white people,absent,0,long_idx0,0.38080363159065134,0.09414343440450763
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,Ctx_1,1,short_idx1,0.21423727211293517,0.05237731447753102
Qwen/Qwen3-14B,libertarian_right,black people,Ctx_4,5,short_idx4,0.30167341482889903,0.08322633209946313
Qwen/Qwen3-14B,libertarian_right,christians,Ctx_4,1,long_idx1,0.21265725428993637,0.05140147268142692
Qwen/Qwen3-14B,libertarian_right,christians,absent,3,long_idx3,0.12307435148829096,0.05402502594817723
Qwen/Qwen3-14B,libertarian_right,muslims,Ctx_0,6,long_idx4,0.36111560790567426,0.09078372890573269
Qwen/Qwen3-14B,libertarian_right,muslims,absent,3,short_idx2,0.07110788908090677,0.03931922096325707
Qwen/Qwen3-14B,libertarian_right,asian people,absent,6,short_idx1,0.4277772119900844,0.06897270566335796
Qwen/Qwen3-14B,libertarian_right,christians,absent,4,long_idx2,0.1756442366419612,0.07712201763460602
Qwen/Qwen3-14B,libertarian_right,christians,Ctx_1,6,short_idx1,0.1549596203429563,0.0403555294439561
Qwen/Qwen3-14B,libertarian_right,asian people,Ctx_0,0,long_idx0,0.2232272652265904,0.06174746365925492
Qwen/Qwen3-14B,libertarian_right,men,absent,7,short_idx0,0.3849989096144656,0.08251867376522284
Qwen/Qwen3-14B,libertarian_right,jews,Ctx_3,3,long_idx2,0.3511518900458877,0.07531289773655521
Qwen/Qwen3-14B,libertarian_right,asian people,absent,2,short_idx2,0.4100834591252668,0.08826700625667253
Qwen/Qwen3-14B,libertarian_right,latinx people,Ctx_2,0,short_idx0,0.34259077541910493,0.0572288305247778
Qwen/Qwen3-14B,libertarian_right,jews,absent,9,short_idx2,0.12843772473635975,0.05762590969912892
Qwen/Qwen3-14B,libertarian_right,christians,Ctx_0,6,short_idx1,0.27770912351908983,0.06203124912747578
Qwen/Qwen3-14B,libertarian_right,women,absent,2,long_idx3,0.5816099932780853,0.061405151770185254
Qwen/Qwen3-14B,libertarian_right,jews,absent,2,long_idx3,0.5840941073300244,0.06681256107064779
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,absent,7,short_idx0,0.5189208894878536,0.09361460713122144
Qwen/Qwen3-14B,libertarian_right,lgbtq+ people,absent,0,short_idx0,0.4979475196059402,0.0914556026300816
Qwen/Qwen3-14B,libertarian_right,women,Ctx_3,5,short_idx4,0.27042912922284984,0.06790451255908846
Qwen/Qwen3-14B,libertarian_right,women,Ctx_4,1,short_idx1,0.2714273355028651,0.06522143434000136
Qwen/Qwen3-14B,libertarian_right,white people,Ctx_2,9,long_idx3,0.28412880625452724,0.05710303963791269
